limite_credito;genero;nivel_educativo;estado_civil;edad;est_pago_sep;est_pago_ago;est_pago_jul;est_pago_jun;est_pago_may;est_pago_abr;deuda_sep;deuda_ago;deuda_jul;deuda_jun;deuda_may;deuda_abr;pago_sep;pago_ago;pago_jul;pago_jun;pago_may;pago_abr;incumplimiento_sig_mes;util_sep;util_ago;util_jul;util_jun;util_may;util_abr;avg_retraso;var_deuda_reciente;ratio_pago_sep;total_pagos;total_deuda;rango_edad_2
170000;0;3;2;30;0;0;2;0;0;0;38903;37979;37069;37960;38796;39267;5144;0;1508;1600;1264;1391;0;0.22884117647058824;0.22340588235294118;0.2180529411764706;0.22329411764705884;0.22821176470588236;0.23098235294117647;0.3333333333333333;924;0.13544327128149766;10907;229974;2
290000;0;1;2;47;0;0;0;0;0;0;281950;263710;262786;254495;247060;220298;11900;11000;7900;9050;6900;6000;0;0.9722413793103448;0.9093448275862069;0.9061586206896551;0.8775689655172414;0.8519310344827586;0.759648275862069;0.0;18240;0.04512532706382011;52750;1530299;3
60000;0;1;2;25;0;0;0;0;0;0;31493;32634;30312;22999;23484;24438;2000;2000;1000;1005;1500;2000;0;0.5248833333333334;0.5439;0.5052;0.3833166666666667;0.3914;0.4073;0.0;-1141;0.061285775571489856;9505;165360;1
100000;0;3;1;50;0;0;0;0;0;2;36925;38324;39680;41687;43607;43739;2000;2000;2680;2600;1000;5261;1;0.36925;0.38324;0.3968;0.41687;0.43607;0.43739;0.3333333333333333;-1399;0.052186619350798456;15541;243962;4
130000;0;3;1;44;-1;2;2;-1;0;-1;632;316;0;632;316;316;0;0;948;0;316;316;0;0.004861538461538461;0.0024307692307692307;0.0;0.004861538461538461;0.0024307692307692307;0.0024307692307692307;0.16666666666666666;316;0.0;1580;2212;3
360000;1;1;1;40;-2;-2;-2;-2;-2;-1;1126;3449;3168;1469;1833;1449;3455;3168;1469;1833;1449;0;0;0.003127777777777778;0.009580555555555556;0.0088;0.004080555555555555;0.005091666666666667;0.004025;-1.8333333333333333;-2323;1.0017396346767178;11374;12494;3
30000;0;2;1;38;3;2;0;0;0;-1;3379;1715;1170;780;390;150;0;1100;0;0;150;780;0;0.11263333333333334;0.057166666666666664;0.039;0.026;0.013;0.005;0.6666666666666666;1664;0.0;2030;7584;2
20000;1;3;2;28;-1;0;0;0;0;0;16122;16787;14459;14743;16351;17126;2000;2000;2000;2000;2000;2000;1;0.8061;0.83935;0.72295;0.73715;0.81755;0.8563;-0.16666666666666666;-665;0.1191398105677012;12000;95588;1
110000;0;1;2;37;2;2;2;2;2;2;600;600;600;600;600;600;0;0;0;0;0;0;1;0.005454545454545455;0.005454545454545455;0.005454545454545455;0.005454545454545455;0.005454545454545455;0.005454545454545455;2.0;0;0.0;0;3600;2
130000;0;2;2;43;0;0;0;0;0;0;87289;81818;41268;31836;33559;10390;5000;2000;2000;2000;2000;2000;0;0.6714538461538462;0.6293692307692308;0.3174461538461538;0.2448923076923077;0.25814615384615386;0.07992307692307693;0.0;5471;0.061111246913882034;15000;286160;3
50000;0;2;2;23;0;0;0;0;0;0;49026;48983;38417;27038;26254;26352;1748;1408;1000;1000;1000;1000;0;0.98052;0.97966;0.76834;0.54076;0.52508;0.52704;0.0;43;0.03568585019292408;7156;216070;1
110000;1;2;1;48;0;0;0;0;0;0;107767;108561;108895;78194;76385;76858;5700;5000;2700;2901;3000;3000;0;0.9797;0.9869181818181818;0.9899545454545454;0.7108545454545454;0.6944090909090909;0.698709090909091;0.0;-794;0.052505043247575094;22301;556660;3
80000;0;1;2;25;0;0;0;0;0;0;78327;79322;76290;58987;57947;58077;3000;2454;2059;2100;2149;1956;0;0.9790875;0.991525;0.953625;0.7373375;0.7243375;0.7259625;0.0;-995;0.03782052898313205;13718;408950;1
150000;0;2;1;34;-2;-2;-2;-2;-2;-2;316;1801;1139;2246;5435;466;1801;1139;2246;5435;466;316;0;0.002106666666666667;0.012006666666666667;0.007593333333333333;0.014973333333333333;0.03623333333333333;0.003106666666666667;-2.0;-1485;1.0;11403;11403;2
80000;0;2;1;29;1;2;2;0;0;0;56340;57022;55081;55350;55906;57538;2600;0;2200;2028;3000;2200;0;0.70425;0.712775;0.6885125;0.691875;0.698825;0.719225;0.8333333333333334;-682;0.0455964364631195;12028;337237;1
320000;1;1;2;35;0;0;0;0;0;0;164511;177809;155421;166507;170930;171359;15000;34000;12000;5000;81000;4100;0;0.514096875;0.555653125;0.485690625;0.520334375;0.53415625;0.535496875;0.0;-13298;0.08436018424264238;151100;1006537;2
170000;0;1;2;35;-1;-1;-1;-1;-1;0;897;861;3749;1487;1939;588;861;3761;1495;1939;0;10613;0;0.005276470588235294;0.005064705882352941;0.022052941176470588;0.008747058823529412;0.011405882352941177;0.0034588235294117646;-0.8333333333333334;36;1.0;18669;9521;2
60000;0;1;2;26;0;0;0;0;0;0;41525;33907;27517;27506;28115;28815;1815;1760;1100;1052;1200;1100;0;0.6920833333333334;0.5651166666666667;0.4586166666666667;0.45843333333333336;0.46858333333333335;0.48025;0.0;7618;0.05352876987052821;8027;187385;1
180000;1;1;2;23;2;2;2;2;2;2;157074;158088;166492;168487;172662;172027;5000;12552;6200;7000;2304;6180;1;0.8726333333333334;0.8782666666666666;0.9249555555555555;0.9360388888888889;0.9592333333333334;0.9557055555555556;2.0;-1014;0.031627954050908354;39236;994830;1
470000;1;2;2;29;0;0;0;0;0;0;59235;47091;34901;33953;34188;35444;3106;5017;3007;2001;2093;10076;0;0.126031914893617;0.10019361702127659;0.07425744680851064;0.0722404255319149;0.0727404255319149;0.07541276595744681;0.0;12144;0.06595740162663778;25300;244812;1
70000;0;3;1;47;1;-2;-1;2;0;0;30950;33087;42935;28346;27279;28976;3107;48323;0;2001;3000;3003;0;0.4421428571428571;0.4726714285714286;0.6133571428571428;0.40494285714285716;0.3897;0.41394285714285717;0.0;-2137;0.09390395019191827;59434;191573;3
280000;0;2;1;41;0;0;0;0;0;0;40483;42538;44561;45450;46715;47642;2718;2741;1630;2000;1705;1572;0;0.14458214285714285;0.15192142857142857;0.15914642857142858;0.16232142857142856;0.16683928571428572;0.17015;0.0;-2055;0.06389581080445719;12366;267389;3
210000;0;1;2;26;-1;-1;-1;-2;-1;-1;231;1608;0;0;312;0;1624;0;0;312;0;0;0;0.0011;0.007657142857142857;0.0;0.0;0.0014857142857142857;0.0;-1.1666666666666667;-1377;1.0099502487562189;1936;2151;1
300000;1;1;2;30;0;0;0;0;-1;-1;185327;29446;21689;12500;12500;12500;1500;5000;3500;12500;12500;12500;0;0.6177566666666666;0.09815333333333333;0.07229666666666666;0.041666666666666664;0.041666666666666664;0.041666666666666664;-0.3333333333333333;155881;0.05094070501935747;47500;273962;2
140000;0;2;1;42;0;0;0;0;0;0;158495;160681;144194;144802;147311;150207;5530;6600;5100;5460;5460;5100;0;1.1321071428571428;1.1477214285714286;1.0299571428571428;1.0343;1.0522214285714286;1.0729071428571428;0.0;-2186;0.03441601682837423;33250;905690;3
450000;1;1;1;41;-1;-1;-1;-1;-1;-1;70825;17236;8680;113233;5907;0;17913;9278;114865;6411;0;0;0;0.15738888888888888;0.038302222222222224;0.01928888888888889;0.2516288888888889;0.013126666666666667;0.0;-1.0;53589;1.0392782548155024;148467;215881;3
160000;0;2;1;38;0;0;0;0;2;2;105313;109030;109731;116452;114481;121885;5416;4002;8565;0;9502;0;0;0.65820625;0.6814375;0.68581875;0.727825;0.71550625;0.76178125;0.6666666666666666;-3717;0.049674401540860315;27485;676892;2
50000;0;3;1;45;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;-1.5;0;0.0;0;0;3
50000;1;1;2;42;-1;-1;0;0;0;0;12751;19660;14659;14951;14195;14471;22660;1300;519;518;515;528;0;0.25502;0.3932;0.29318;0.29902;0.2839;0.28942;-0.3333333333333333;-6909;1.1525940996948119;26040;90687;3
50000;1;2;1;32;0;0;0;0;0;0;50669;48942;27836;40346;38668;20016;1613;1484;3675;698;1000;706;0;1.01338;0.97884;0.55672;0.80692;0.77336;0.40032;0.0;1727;0.032957378121041235;9176;226477;2
150000;0;1;2;25;0;0;2;2;2;2;129911;140013;137279;143848;146986;149805;12200;1000;10400;5600;5400;5000;1;0.8660733333333334;0.93342;0.9151933333333333;0.9589866666666667;0.9799066666666667;0.9987;1.3333333333333333;-10102;0.08713476605743753;39600;847842;1
90000;1;1;1;53;0;0;0;0;0;0;23551;23607;22132;63204;19412;18099;2400;1582;770;1696;820;520;0;0.2616777777777778;0.2623;0.2459111111111111;0.7022666666666667;0.2156888888888889;0.2011;0.0;-56;0.10166476045240819;7788;170005;4
270000;0;2;1;42;0;0;0;0;0;0;225245;211517;165608;223292;220582;218090;10000;118000;113300;9000;8000;10000;0;0.8342407407407407;0.7833962962962963;0.613362962962963;0.8270074074074074;0.8169703703703703;0.8077407407407408;0.0;13728;0.04727752379241385;268300;1264334;3
70000;1;1;2;36;0;0;0;0;0;0;65275;68595;67916;56766;50395;42214;5000;3000;3000;3000;7000;7000;0;0.9325;0.9799285714285715;0.9702285714285714;0.8109428571428572;0.7199285714285715;0.6030571428571428;0.0;-3320;0.07289161017566878;28000;351161;2
360000;1;2;2;33;-1;-1;-1;0;-1;-1;9582;2119;10549;4409;2567;6234;2139;10580;110;2578;6265;0;0;0.026616666666666667;0.005886111111111111;0.02930277777777778;0.012247222222222222;0.007130555555555556;0.017316666666666668;-0.8333333333333334;7463;1.0094384143463897;21672;35460;2
200000;0;2;1;34;1;-1;-1;-1;0;0;2500;9814;0;4379;1699;0;9814;0;4379;0;0;0;1;0.0125;0.04907;0.0;0.021895;0.008495;0.0;-0.3333333333333333;-7314;1.0;14193;18392;2
250000;0;1;1;42;0;0;-1;-1;0;-1;249406;256400;13600;3274;2446;26710;11400;13600;3274;0;26710;12000;0;0.997624;1.0256;0.0544;0.013096;0.009784;0.10684;-0.5;-6994;0.044461778471138844;66984;551836;3
360000;0;2;2;34;0;0;0;0;0;0;205363;207315;211278;215020;218771;222172;8000;8000;8000;7766;7803;7971;0;0.5704527777777778;0.575875;0.5868833333333333;0.5972777777777778;0.6076972222222222;0.6171444444444445;0.0;-1952;0.03858862118032945;47540;1279919;2
20000;0;2;1;39;1;2;0;0;0;0;19565;18968;19612;16213;16812;18382;0;1300;717;1000;2000;1000;0;0.97825;0.9484;0.9806;0.81065;0.8406;0.9191;0.5;597;0.0;6017;109552;2
250000;0;1;2;28;2;2;2;0;0;0;21404;48774;28705;32017;19052;9847;28705;0;4000;3000;1500;1000;1;0.085616;0.195096;0.11482;0.128068;0.076208;0.039388;1.0;-27370;0.5885307745930208;38205;159799;1
60000;0;2;2;25;2;2;4;4;3;2;600;600;600;600;300;150;0;0;0;0;0;586;1;0.01;0.01;0.01;0.01;0.005;0.0025;2.8333333333333335;0;0.0;586;2850;1
200000;1;2;2;36;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;-1.5;0;0.0;0;0;2
30000;0;3;2;38;0;0;0;0;0;0;25546;28820;28538;28208;29326;29508;3700;718;1500;1500;3000;12357;1;0.8515333333333334;0.9606666666666667;0.9512666666666667;0.9402666666666667;0.9775333333333334;0.9836;0.0;-3274;0.12838306731436502;22775;169946;2
500000;0;1;2;39;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;-1.5;0;0.0;0;0;2
280000;0;3;1;45;0;0;0;0;0;0;50415;59538;67642;39396;26096;34104;10000;10000;36432;0;10000;28580;0;0.18005357142857142;0.2126357142857143;0.24157857142857142;0.1407;0.0932;0.1218;0.0;-9123;0.16795995834593033;95012;277191;3
200000;0;2;1;42;-1;-1;-1;-1;-1;-1;1261;0;2521;6934;2255;3021;0;2521;6935;2255;3021;0;0;0.006305;0.0;0.012605;0.03467;0.011275;0.015105;-1.0;1261;0.0;14732;15992;3
360000;0;2;1;35;1;-2;-2;-1;-1;-1;0;0;0;3602;1197;0;0;0;3602;1197;0;474;0;0.0;0.0;0.0;0.010005555555555556;0.003325;0.0;-1.0;0;0.0;5273;4799;2
50000;0;3;2;44;2;2;2;2;2;0;42115;41164;43658;44644;43798;44912;0;3500;2000;0;2000;2000;1;0.8423;0.82328;0.87316;0.89288;0.87596;0.89824;1.6666666666666667;951;0.0;9500;260291;3
60000;1;2;2;30;0;0;0;0;0;0;57041;58268;59568;61298;29587;27267;2148;2303;2669;1032;1000;1300;0;0.9506833333333333;0.9711333333333333;0.9928;1.0216333333333334;0.49311666666666665;0.45445;0.0;-1227;0.03686414498524061;10452;293029;2
110000;1;2;1;42;-2;-2;-2;-2;-2;-1;100534;90201;77817;64246;65746;57715;3678;1948;1285;1500;60589;1620;0;0.9139454545454545;0.8200090909090909;0.7074272727272727;0.5840545454545455;0.597690909090909;0.5246818181818181;-1.8333333333333333;10333;0.0407756011574151;70620;456259;3
200000;0;3;1;44;0;0;0;0;0;0;34760;37871;39879;42946;46141;46305;4000;3000;4000;4000;3000;3000;0;0.1738;0.189355;0.199395;0.21473;0.230705;0.231525;0.0;-3111;0.10562171582477357;21000;247902;3
70000;0;2;2;39;2;0;0;0;0;0;67607;69623;71030;30087;29742;29191;3700;3700;1300;1300;1100;1200;0;0.9658142857142857;0.9946142857142857;1.0147142857142857;0.4298142857142857;0.4248857142857143;0.4170142857142857;0.3333333333333333;-2016;0.05314335779842868;12300;297280;2
220000;0;4;1;37;2;2;2;0;0;0;189976;189665;171669;167294;172042;162565;15510;0;5500;7250;6500;3500;1;0.8635272727272727;0.8621136363636364;0.7803136363636364;0.7604272727272727;0.7820090909090909;0.7389318181818182;1.0;311;0.08177576252866897;38260;1053211;2
20000;0;1;2;24;-1;-1;-2;-2;-2;-2;379;0;0;0;0;0;0;0;0;0;0;0;0;0.01895;0.0;0.0;0.0;0.0;0.0;-1.6666666666666667;379;0.0;0;379;1
220000;0;1;2;27;-2;-2;-1;0;0;0;4289;4637;1252;8069;18117;23176;1031;3077;7500;10048;15010;9000;0;0.019495454545454545;0.021077272727272726;0.005690909090909091;0.036677272727272725;0.08235;0.10534545454545455;-0.8333333333333334;-348;0.22234203148587448;45666;59540;1
180000;1;2;1;40;1;2;0;0;0;0;172584;167622;130083;64398;62277;58216;1000;4052;2293;2295;2400;2110;0;0.9588;0.9312333333333334;0.7226833333333333;0.3577666666666667;0.3459833333333333;0.3234222222222222;0.5;4962;0.005965804011406617;14150;655180;3
100000;1;2;1;53;2;0;0;0;0;0;43611;45415;47053;47747;48459;49560;2500;2400;1845;2400;2500;0;1;0.43611;0.45415;0.47053;0.47747;0.48459;0.4956;0.3333333333333333;-1804;0.0550478916657492;11645;281845;4
200000;0;1;1;41;-1;-1;-1;-1;0;0;6402;5189;2394;15612;525;0;5189;2394;15648;0;0;0;0;0.03201;0.025945;0.01197;0.07806;0.002625;0.0;-0.6666666666666666;1213;1.0;23231;30122;3
200000;1;3;2;34;1;2;2;3;2;2;138839;142121;193777;189225;192304;188695;7001;56100;5;7269;28;5828;0;0.694195;0.710605;0.968885;0.946125;0.96152;0.943475;2.0;-3282;0.049260841114261794;76231;1044961;2
400000;0;1;1;38;-2;-2;-2;-2;-2;-2;123;123;123;0;349;0;123;123;0;349;0;0;0;0.0003075;0.0003075;0.0003075;0.0;0.0008725;0.0;-2.0;0;1.0;595;718;2
60000;1;1;1;38;2;2;2;0;0;0;59310;60482;58748;49375;38433;38378;2700;0;2100;1600;1600;1600;0;0.9885;1.0080333333333333;0.9791333333333333;0.8229166666666666;0.64055;0.6396333333333334;1.0;-1172;0.04464138090671605;9600;304726;2
60000;1;2;2;22;0;0;0;0;0;0;59575;51991;35435;19262;19285;19565;2051;1653;680;700;700;693;0;0.9929166666666667;0.8665166666666667;0.5905833333333333;0.32103333333333334;0.3214166666666667;0.32608333333333334;0.0;7584;0.039449135427285495;6477;205113;1
210000;0;2;1;37;-2;-2;-2;-2;-2;-2;1094;1335;3056;213;825;1240;1335;3056;213;825;1240;5693;0;0.00520952380952381;0.006357142857142857;0.014552380952380952;0.0010142857142857143;0.003928571428571429;0.005904761904761905;-2.0;-241;1.0;12362;7763;2
200000;1;1;1;32;0;0;0;0;0;0;30144;32649;32425;32625;9687;5526;3000;1000;1000;400;1000;752;0;0.15072;0.163245;0.162125;0.163125;0.048435;0.02763;0.0;-2505;0.09188642837452908;7152;143056;2
50000;0;1;2;29;-2;-2;-2;-2;-2;-2;0;0;0;0;2900;0;0;0;0;2900;0;0;0;0.0;0.0;0.0;0.0;0.058;0.0;-2.0;0;0.0;2900;2900;1
300000;0;1;2;38;-1;-1;-1;2;-1;2;2984;-46;154;154;1626;976;0;200;0;1626;0;0;1;0.009946666666666666;-0.00015333333333333334;0.0005133333333333333;0.0005133333333333333;0.00542;0.0032533333333333333;0.0;3030;0.0;1826;5848;2
510000;0;1;1;48;-1;-1;-1;-1;-1;-1;9686;19121;9891;8600;3365;6011;19121;9922;8600;3365;6011;3301;0;0.018992156862745097;0.037492156862745096;0.019394117647058822;0.016862745098039214;0.006598039215686274;0.011786274509803922;-1.0;-9435;1.0;50320;56674;3
160000;0;1;2;32;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;-1.5;0;0.0;0;0;2
50000;0;2;1;36;-2;-2;-2;-2;-1;-1;3477;1909;1726;991;5777;5968;1909;1726;991;5782;5968;2045;0;0.06954;0.03818;0.03452;0.01982;0.11554;0.11936;-1.6666666666666667;1568;1.0;18421;19848;2
220000;0;1;2;32;-2;-2;-2;-2;-2;-2;21332;27844;33260;9142;15687;9148;28567;34393;9203;15765;9194;11317;0;0.09696363636363636;0.12656363636363635;0.1511818181818182;0.041554545454545455;0.07130454545454545;0.041581818181818185;-2.0;-6512;1.0259660968251687;108439;116413;2
20000;1;2;2;22;1;3;2;2;0;0;6792;6540;7278;7013;7398;8775;0;1000;0;500;1500;0;1;0.3396;0.327;0.3639;0.35065;0.3699;0.43875;1.3333333333333333;252;0.0;3000;43796;1
410000;1;1;2;31;-1;-1;-1;0;0;-1;4182;0;4120;4120;0;3086;0;4120;0;0;3086;4320;1;0.0102;0.0;0.010048780487804878;0.010048780487804878;0.0;0.007526829268292683;-0.6666666666666666;4182;0.0;11526;15508;2
50000;0;2;1;25;-1;0;0;0;0;0;42726;43072;34984;30090;23820;18012;3941;1432;1000;2000;2036;404;1;0.85452;0.86144;0.69968;0.6018;0.4764;0.36024;-0.16666666666666666;-346;0.09149795690936106;10813;192704;1
50000;1;3;1;38;0;0;0;0;0;0;10825;11377;10760;10973;10693;9888;1500;1155;368;372;356;500;0;0.2165;0.22754;0.2152;0.21946;0.21386;0.19776;0.0;-552;0.13184495033840204;4251;64516;2
50000;1;3;1;48;0;0;0;0;0;0;10420;8451;9641;9468;9294;9263;1310;1500;500;500;500;200;0;0.2084;0.16902;0.19282;0.18936;0.18588;0.18526;0.0;1969;0.1550112412732221;4510;56537;3
70000;0;2;2;29;0;0;2;-1;0;0;4059;5791;208;4170;4563;5331;2000;0;4170;1000;1000;1000;0;0.057985714285714286;0.08272857142857143;0.0029714285714285715;0.059571428571428574;0.06518571428571429;0.07615714285714285;0.16666666666666666;-1732;0.34536349507857017;9170;24122;1
120000;1;2;2;25;0;0;0;0;0;0;120633;118741;104754;79227;77751;69889;4622;3384;2589;3000;2460;1300;0;1.005275;0.9895083333333333;0.87295;0.660225;0.647925;0.5824083333333333;0.0;1892;0.038925055372617715;17355;570995;1
170000;1;2;1;30;-1;-1;-1;0;-1;-1;416;416;632;416;416;566;832;632;200;416;566;416;0;0.0024470588235294116;0.0024470588235294116;0.0037176470588235295;0.0024470588235294116;0.0024470588235294116;0.0033294117647058824;-0.8333333333333334;0;2.0;3062;2862;2
160000;1;1;1;51;0;0;0;2;2;2;1380;1481;2623;2457;4912;3669;1331;2473;0;2500;0;0;1;0.008625;0.00925625;0.01639375;0.01535625;0.0307;0.02293125;1.0;-101;0.8987170830519919;6304;16522;4
30000;0;2;2;22;0;0;2;0;0;0;30397;31148;28755;30720;28298;9064;3500;0;3500;694;343;266;0;1.0132333333333334;1.0382666666666667;0.9585;1.024;0.9432666666666667;0.3021333333333333;0.3333333333333333;-751;0.11236676512135611;8303;158382;1
10000;0;2;1;40;1;-1;0;0;0;0;0;1912;3071;4012;9882;5857;1912;1200;1000;1000;1000;0;0;0.0;0.1912;0.3071;0.4012;0.9882;0.5857;0.0;-1912;1.0;6112;24734;3
160000;0;2;1;33;0;0;0;0;0;0;189935;183501;175363;172417;165800;158671;8113;6395;10000;6160;5772;5854;0;1.18709375;1.14688125;1.09601875;1.07760625;1.03625;0.99169375;0.0;6434;0.04421229312101842;42294;1045687;2
20000;1;2;2;33;0;0;0;2;0;0;17439;18498;21335;33247;17261;17601;1340;3177;0;1546;776;646;0;0.87195;0.9249;1.06675;1.66235;0.86305;0.88005;0.3333333333333333;-1059;0.07244026381230403;7485;125381;2
250000;0;1;2;35;-2;-2;-2;-2;-2;-2;0;0;26267;26599;2948;2065;0;26267;532;2948;2065;13780;0;0.0;0.0;0.105068;0.106396;0.011792;0.00826;-2.0;0;0.0;45592;57879;2
30000;0;2;2;26;2;2;2;0;0;2;23064;25479;24705;25202;26608;25926;3100;0;791;1699;0;1000;1;0.7688;0.8493;0.8235;0.8400666666666666;0.8869333333333334;0.8642;1.3333333333333333;-2415;0.12166882530711566;6590;150984;1
180000;0;1;2;29;0;0;0;0;0;0;123154;126078;78070;50730;48039;47665;5200;3045;3500;2700;2720;2000;0;0.6841888888888888;0.7004333333333334;0.43372222222222223;0.2818333333333333;0.2668833333333333;0.26480555555555557;0.0;-2924;0.04124430907850696;19165;473736;1
240000;0;2;2;34;-1;-1;-1;-1;-1;-1;3403;2858;3619;3262;3228;3127;3502;4099;3500;3228;3127;2221;1;0.014179166666666666;0.011908333333333333;0.015079166666666666;0.013591666666666667;0.01345;0.013029166666666666;-1.0;545;1.225332400279916;19677;19497;2
30000;0;2;2;25;1;3;2;2;2;2;16368;15825;15274;17018;16608;18020;0;0;2000;0;2000;0;0;0.5456;0.5275;0.5091333333333333;0.5672666666666667;0.5536;0.6006666666666667;2.0;543;0.0;4000;99113;1
50000;0;1;2;28;1;2;0;0;0;3;4323;3851;2808;3325;3989;3610;0;602;569;718;0;0;0;0.08646;0.07702;0.05616;0.0665;0.07978;0.0722;1.0;472;0.0;1889;21906;1
280000;0;2;2;24;-1;-1;-1;-1;-1;-2;1481;11884;-27;5443;-13;-13;11943;0;5470;0;0;0;1;0.005289285714285714;0.04244285714285714;-9.642857142857143e-05;0.019439285714285715;-4.642857142857143e-05;-4.642857142857143e-05;-1.1666666666666667;-10403;1.0049646583641871;17413;18755;1
20000;1;1;2;37;2;2;2;2;2;0;14688;16827;17251;17672;17250;18305;2700;1000;1000;0;1500;1500;1;0.7344;0.84135;0.86255;0.8836;0.8625;0.91525;1.6666666666666667;-2139;0.1604564093421287;7700;101993;2
130000;0;3;1;54;0;0;0;0;0;0;77506;78535;72776;66053;52505;12242;2900;2564;2368;2200;364;152;0;0.5962;0.6041153846153846;0.5598153846153846;0.5081;0.4038846153846154;0.09416923076923077;0.0;-1029;0.036926211243394666;10548;359617;4
70000;1;1;2;29;1;2;0;0;0;0;71267;67401;63239;23163;41106;42021;5;2910;1000;20000;1600;2000;1;1.0181;0.9628714285714286;0.9034142857142857;0.3309;0.5872285714285714;0.6003;0.5;3866;7.418287562499073e-05;27515;308197;1
180000;0;2;1;32;-1;2;-1;0;-1;-1;1991;991;7658;1000;1650;1000;0;7667;0;1650;1000;2000;0;0.011061111111111112;0.005505555555555555;0.04254444444444445;0.005555555555555556;0.009166666666666667;0.005555555555555556;-0.3333333333333333;1000;0.0;12317;14290;2
320000;1;1;1;46;-2;-2;-2;-1;-1;-2;3266;12186;1403;24305;7463;1957;12253;3290;11465;7537;1966;2987;0;0.01020625;0.03808125;0.004384375;0.075953125;0.023321875;0.006115625;-1.6666666666666667;-8920;1.005498112588216;39498;50580;3
30000;0;2;1;33;2;0;0;2;2;0;31947;31564;34804;33808;31740;31135;1872;5550;1238;0;1515;4665;1;1.0649;1.0521333333333334;1.1601333333333332;1.1269333333333333;1.058;1.0378333333333334;1.0;383;0.05930807248764415;14840;194998;2
280000;0;2;2;33;1;-2;-2;-2;-2;-1;0;0;0;0;0;35833;0;0;0;0;35833;1500;0;0.0;0.0;0.0;0.0;0.0;0.127975;-1.3333333333333333;0;0.0;37333;35833;2
80000;0;2;2;50;0;0;-1;-1;-1;-1;8985;5305;2992;2984;2992;2992;2000;2992;2984;3000;2992;2992;0;0.1123125;0.0663125;0.0374;0.0373;0.0374;0.0374;-0.6666666666666666;3680;0.3770028275212064;16960;26250;4
140000;0;2;2;27;0;0;0;0;0;0;136899;139889;142460;142020;139879;140810;5200;6000;5500;5900;5200;5000;0;0.97785;0.9992071428571428;1.0175714285714286;1.0144285714285715;0.9991357142857142;1.0057857142857143;0.0;-2990;0.03717232948980978;32800;841957;1
180000;1;2;1;27;0;0;0;0;0;0;181219;183311;183936;181370;179904;172758;7000;8021;6315;6432;6409;6008;0;1.0067722222222222;1.0183944444444444;1.0218666666666667;1.007611111111111;0.9994666666666666;0.9597666666666667;0.0;-2092;0.03818646998816219;40185;1082498;1
20000;1;2;2;55;2;2;2;2;-2;-2;11736;11180;780;0;0;0;780;0;0;0;0;0;0;0.5868;0.559;0.039;0.0;0.0;0.0;0.6666666666666666;556;0.06976744186046512;780;23696;4
420000;0;1;2;29;0;0;0;0;0;0;105582;97913;75353;78322;77048;23007;23004;20002;7096;20261;3068;10009;0;0.25138571428571427;0.2331261904761905;0.17941190476190477;0.1864809523809524;0.18344761904761905;0.054778571428571426;0.0;7669;0.23494326596059767;83440;457225;1
200000;0;1;2;29;0;0;0;-2;-1;0;53493;3123;3221;3287;63687;65034;1060;1000;66;65437;2422;2418;1;0.267465;0.015615;0.016105;0.016435;0.318435;0.32517;-0.5;50370;0.3394172270252962;72403;191845;1
140000;0;1;2;25;0;0;0;0;0;0;45068;44158;48437;50667;52888;54060;5000;5000;3000;3000;2000;2000;0;0.3219142857142857;0.3154142857142857;0.3459785714285714;0.36190714285714287;0.3777714285714286;0.3861428571428571;0.0;910;0.11322976584084424;20000;295278;1
170000;0;3;2;33;0;0;0;0;0;0;166348;162319;165592;167482;171106;164042;7354;7464;6127;6550;6100;10000;0;0.9785176470588235;0.9548176470588235;0.9740705882352941;0.9851882352941177;1.0065058823529411;0.9649529411764706;0.0;4029;0.04530584836032751;43595;996889;2
30000;0;2;2;24;0;0;0;2;0;0;18220;20606;22880;22217;23694;24151;3000;2620;0;2000;1000;1000;0;0.6073333333333333;0.6868666666666666;0.7626666666666667;0.7405666666666667;0.7898;0.8050333333333334;0.3333333333333333;-2386;0.1455886634960691;9620;131768;1
50000;0;1;2;26;1;-2;-2;-1;0;0;0;0;0;6954;7361;6957;0;0;6954;500;1000;500;0;0.0;0.0;0.0;0.13908;0.14722;0.13914;-0.6666666666666666;0;0.0;8954;21272;1
150000;0;1;1;45;0;0;0;0;0;0;123580;126136;128709;131292;134011;136711;3575;3647;3678;3793;3835;3952;0;0.8238666666666666;0.8409066666666667;0.85806;0.87528;0.8934066666666667;0.9114066666666667;0.0;-2556;0.028342424050231498;22480;780439;3
30000;1;2;2;30;0;0;0;0;0;0;6933;9640;10094;10300;10300;0;3000;1000;206;0;0;0;1;0.2311;0.32133333333333336;0.3364666666666667;0.3433333333333333;0.3433333333333333;0.0;0.0;-2707;0.3112033195020747;4206;47267;2
